Stations_id,von_datum,bis_datum,geoCoords,AMR_Key,Stationsname,AMR_Kreis
1415,19760601,19881231,"(50.0333, 8.5333)",6412,Frankfurt_(07W),Frankfurt a.m.
1416,19840401,19871231,"(50.0167, 8.5333)",6412,Frankfurt_(18W),Frankfurt a.m.
1421,19611201,19840831,"(50.1474, 8.6746)",6412,Frankfurt/Main_(Stadt),Frankfurt a.m.
1422,19730801,19890430,"(50.0972, 8.6936)",6412,Frankfurt_(Henninger_Turm),Frankfurt a.m.
1423,19720501,19871231,"(50.0496, 8.5887)",6412,Frankfurt/Main_(Terminal),Frankfurt a.m.
1424,19851101,20221030,"(50.1269, 8.6694)",6412,Frankfurt/Main-Westend,Frankfurt a.m.
1440,19710501,20031231,"(48.2018, 7.9336)",8311,Freiamt-Ottoschwanden,Freiburg i.br.
1451,19701101,20221030,"(53.8277, 9.2493)",2000,Freiburg/Elbe,Hamburg
1481,19710101,19981231,"(47.9216, 8.2547)",8311,Friedenweiler,Freiburg i.br.
1492,19580101,20031231,"(47.7819, 7.7348)",8336,Malsburg-Marzell-Friedrichsheim,Lorrach
1493,19920701,19951231,"(50.4788, 11.0159)",9463,Friedrichsh�he,Coburg
1505,19750101,20071031,"(51.1333, 9.2833)",6611,Fritzlar-Kasseler_Warte,Kassel
1515,19690101,20030731,"(48.2, 11.2667)",9162,F�rstenfeldbruck,Munchen
1568,19580501,19821231,"(50.6549, 10.7743)",16054,Gehlberg-Schm�cke,Suhl
1572,19821201,20221030,"(50.9593, 6.0392)",5113,Geilenkirchen_(Flugplatz),Dusseldorf-ruhr
1586,19610701,19680430,"(47.8774, 12.6279)",9162,Traunstein-Gei�ing,Munchen
1590,19631001,20221030,"(51.4942, 6.2463)",5113,Geldern-Walbeck,Dusseldorf-ruhr
1602,19700101,20221030,"(48.433, 7.993)",8111,Ohlsbach,Stuttgart
1605,19530101,20221030,"(52.3875, 12.1602)",10041,Genthin,Saarbrucken
1612,19520101,20221030,"(50.8812, 12.1289)",16051,Gera-Leumnitz,Erfurt
1617,19520101,20071231,"(51.7259, 11.1317)",3159,Gernrode,Gottingen
1619,19560101,20051231,"(49.7622, 8.4887)",6412,Gernsheim,Frankfurt a.m.
1666,19710101,20221030,"(54.8273, 9.5058)",2000,Gl�cksburg-Meierwik,Hamburg
1672,19740101,19780630,"(51.6833, 6.1667)",5113,Goch,Dusseldorf-ruhr
1709,19520101,19901231,"(50.8496, 13.9392)",14612,"Gottleuba,_Bad",Dresden
1721,19910101,20221030,"(49.664, 11.2239)",9564,Gr�fenberg-Kasberg,Nurnberg
1766,19820101,20221030,"(52.1344, 7.6969)",5515,M�nster/Osnabr�ck,Munster
1803,19670101,20221030,"(54.0714, 12.3238)",13003,Gro�_L�sewitz,Rostock
1831,19830901,20040827,"(49.1129, 13.1365)",9262,Gro�er_Arber_(Ost),Passau
1832,19821101,20221030,"(49.1129, 13.1338)",9262,Gro�er_Arber,Passau
1844,19590101,19811231,"(47.9411, 11.9004)",9162,Feldkirchen-Westerham-Lenzm�hle,Munchen
1869,19730101,20221030,"(53.3154, 13.9339)",11000,Gr�now,Berlin
1873,19570501,19981231,"(51.7956, 10.238)",15085,"Grund,_Bad",Harz
1874,19800401,19921124,"(51.8, 10.2167)",15085,"Grund,_Bad_(Erzbergwerk)",Harz
1892,19750601,20131027,"(51.9298, 8.3005)",5711,G�tersloh_(Flugplatz),Bielefeld/paderborn
1902,19841101,20001231,"(49.1273, 10.7448)",9564,Gunzenhausen_(Altm�hlsee),Nurnberg
1920,19780601,20071231,"(51.4129, 7.4895)",5113,Hagen-Fley,Dusseldorf-ruhr
1922,19790101,19860228,"(51.3598, 7.4717)",5113,Hagen_(Stadtsparkasse),Dusseldorf-ruhr
1963,19690101,20221030,"(54.5742, 8.5133)",2000,Hallig_Hooge,Hamburg
1964,19520101,20221030,"(49.9445, 6.3821)",8111,Olsdorf,Stuttgart
1981,19620501,20221030,"(53.4777, 9.8957)",2000,Hamburg-Neuwiedenthal,Hamburg
1986,19780601,19880430,"(53.4699, 10.1804)",2000,Hamburg-Reitbrook,Hamburg
1987,19560101,20000229,"(53.5467, 9.9662)",2000,Hamburg-Sankt_Pauli,Hamburg
2005,19610101,19941231,"(52.7199, 10.5987)",3101,Hankensb�ttel,Braunschweig/wolfsburg
2053,19630101,19751231,"(51.6868, 10.8631)",3159,Hasselfelde,Gottingen
2055,19871113,20141228,"(50.0493, 10.4947)",9662,Ha�furt,Schweinfurt
2092,19520201,19901231,"(50.1691, 7.9949)",6412,Heidenrod-Mappershain,Frankfurt a.m.
2093,19690101,19820930,"(53.8562, 9.8227)",2000,Heidmoor,Hamburg
2110,19630101,20221030,"(51.0411, 6.1042)",5113,Heinsberg-Schleiden,Dusseldorf-ruhr
2115,19520501,20221030,"(54.175, 7.892)",4011,Helgoland,Bremen
2122,19700101,20020531,"(53.9701, 9.0095)",2000,"Helse,_Kr._Dithmarschen",Hamburg
2159,19780401,19850331,"(48.5915, 8.8541)",8111,Herrenberg,Stuttgart
2160,19810101,20001231,"(50.8444, 10.6904)",16051,Herrenhof,Erfurt
2173,19760101,20071231,"(51.589, 7.1548)",5113,Herten,Dusseldorf-ruhr
2174,19911001,20221030,"(51.6255, 10.3695)",15085,Herzberg,Harz
2206,19530301,20080229,"(52.1408, 9.8838)",3241,Hildesheim,Hannover
2207,19740301,19781231,"(52.1833, 9.95)",3241,Hildesheim_(Flugplatz),Hannover
2221,19800101,19991031,"(47.5408, 10.4371)",9162,Hindelang-Unterjoch,Munchen
2223,19600101,20011231,"(50.3674, 10.5687)",16054,Hindfeld,Suhl
2226,19600401,20020930,"(50.4707, 10.9106)",16054,Eisfeld-Waffenrod-Hinterrod,Suhl
2253,19831001,19960731,"(54.7667, 8.2833)",2000,H�rnum/Sylt,Hamburg
2289,19530701,19661231,"(52.6667, 12.3333)",11000,Hohennauen,Berlin
2297,19720601,19951130,"(54.1195, 9.7127)",2000,Hohenwestedt,Hamburg
2302,19910101,19921231,"(50.9632, 11.4847)",16051,Hohlstedt-K�tschau,Erfurt
2303,19690101,20221030,"(54.3162, 9.5385)",2000,Hohn,Hamburg
2306,19771101,20221030,"(54.3194, 10.6732)",3403,Hohwacht,Oldenburg(o.)
2319,19821201,20221030,"(47.8823, 11.6961)",9162,Holzkirchen,Munchen
2324,19750601,20080930,"(51.7659, 9.5447)",5711,Holzminden-Silberborn,Bielefeld/paderborn
2331,19700101,20021231,"(49.3278, 7.3533)",10041,Homburg/Saar,Saarbrucken
2338,19740601,20051223,"(52.3333, 7.55)",5515,Hopsten_(Flugplatz),Munster
2349,19530101,20221030,"(48.6136, 8.2033)",8212,Hornisgrinde,Karlsruhe
2352,19570101,19710831,"(47.6227, 8.0177)",8336,Hottingen,Lorrach
2362,19821001,20221030,"(50.5651, 7.4843)",7111,H�mmerich,Koblenz
2377,19810101,20221030,"(47.7001, 7.5895)",8336,Kandern-Gupf,Lorrach
2385,19740401,20221030,"(49.6927, 7.3263)",6412,Idar-Oberstein,Frankfurt a.m.
2388,19900601,20031231,"(48.0419, 7.6322)",8311,Ihringen,Freiburg i.br.
2406,19800701,20021130,"(49.2967, 9.652)",8111,Ingelfingen,Stuttgart
2410,19740101,20221030,"(48.7111, 11.5363)",9162,Ingolstadt_(Flugplatz),Munchen
2417,19590101,19771231,"(48.1644, 12.0307)",9162,Mittbach,Munchen
2429,19880301,20221030,"(53.9897, 9.5696)",2000,Itzehoe,Hamburg
2437,19710101,20221030,"(54.457, 9.5203)",2000,Schleswig-Jagel,Hamburg
2451,19910101,20010831,"(51.7954, 12.9583)",14713,Jessen/Elster,Leipzig
2465,19810501,19901231,"(53.5083, 9.7376)",2000,Jork-Moorende,Hamburg
2474,19760101,20081231,"(50.9104, 6.4093)",5334,J�lich_(Forsch.-Anlage),Aachen
2475,19670101,19801231,"(52.0, 13.1009)",11000,J�terbog,Berlin
2477,19700401,20081231,"(47.5938, 7.9597)",8336,Jungholz_(K�hmoos),Lorrach
2482,19781201,19800430,"(51.1806, 8.49)",6611,Kahler_Asten_(A),Kassel
2493,19800101,19940531,"(54.4333, 10.3667)",2000,Kalifornien,Hamburg
2521,19500101,19940331,"(48.6765, 11.2961)",9162,Karlshuld,Munchen
2536,19830901,19921231,"(51.3173, 9.4145)",6611,Kassel-Wilhelmsh�he_(A),Kassel
2542,19700501,20160331,"(47.8652, 10.6007)",9162,Kaufbeuren,Munchen
2543,19680101,20081231,"(48.0916, 10.8609)",9162,Kaufering,Munchen
2546,19881001,20031231,"(48.5576, 7.88)",8212,Kehl-Odelshofen,Karlsruhe
2559,19520101,20221030,"(47.7233, 10.3348)",9162,Kempten,Munchen
2564,19740101,20221030,"(54.3776, 10.1424)",2000,Kiel-Holtenau,Hamburg
2573,19870610,20221030,"(47.9588, 12.7717)",9162,Waging_am_See-Schn�bling,Munchen
2600,19821101,20221030,"(49.7363, 10.1781)",9663,Kitzingen,Wurzburg
2609,19740901,19810331,"(53.9587, 10.3293)",2000,Klein_R�nnau,Hamburg
2618,19580101,20221030,"(50.8458, 10.4803)",16051,Kleiner_Inselsberg,Erfurt
2621,19560101,19691231,"(52.4045, 13.2134)",11000,Kleinmachnow,Berlin
2656,19700701,19891231,"(50.3519, 7.5906)",7111,Koblenz,Koblenz
2667,19570701,20221030,"(50.8646, 7.1575)",5315,K�ln-Bonn,Koln
2689,19500101,19601231,"(53.2279, 9.6527)",2000,K�nigsmoor,Hamburg
2700,19610101,20221030,"(48.8302, 11.4872)",9162,K�sching,Munchen
2708,19910801,20221030,"(47.6652, 11.0805)",9162,"Kohlgrub,_Bad_(Rosshof)",Munchen
2712,19590701,20221030,"(47.6952, 9.1307)",8335,Konstanz,Konstanz
2717,19890601,20051231,"(51.2662, 8.8309)",6611,Korbach-Lengefeld,Kassel
2738,19710201,19980201,"(47.6448, 11.7438)",9162,Kreuth,Munchen
2757,19610101,19831231,"(47.9077, 7.702)",8311,"Krozingen,_Bad",Freiburg i.br.
2758,19800701,19900630,"(47.9585, 7.6578)",8311,"Krozingen,_Bad-Hausen",Freiburg i.br.
2770,19730701,19740831,"(53.9015, 10.2359)",2000,K�kels,Hamburg
2773,19740101,20221030,"(49.4283, 11.9016)",9564,K�mmersbruck,Nurnberg
2780,19600101,19820531,"(50.1003, 11.4494)",9462,Kulmbach,Bayreuth
2783,19660901,19920831,"(48.5126, 12.1513)",9162,Kumhausen,Munchen
