Zeit,Kreise_Code,Kreise_Name,pval_baureifsLand,pval_insgesamt,AMR_Key,gLat,gLong,d_kreise
2021,1004,Neumünster.kreisfreieStadt,138.36,138.06,2000,54.0757442,9.9815377,1
2020,1004,Neumünster.kreisfreieStadt,152.63,96.51,2000,54.0757442,9.9815377,1
2019,1004,Neumünster.kreisfreieStadt,122.35,64.29,2000,54.0757442,9.9815377,1
2018,1004,Neumünster.kreisfreieStadt,149.9,70.28,2000,54.0757442,9.9815377,1
2017,1004,Neumünster.kreisfreieStadt,111.56,60.12,2000,54.0757442,9.9815377,1
2016,1004,Neumünster.kreisfreieStadt,96.58,66.41,2000,54.0757442,9.9815377,1
2015,1004,Neumünster.kreisfreieStadt,105.22,58.05,2000,54.0757442,9.9815377,1
2014,1004,Neumünster.kreisfreieStadt,90.05,62.46,2000,54.0757442,9.9815377,1
2013,1004,Neumünster.kreisfreieStadt,89.77,44.04,2000,54.0757442,9.9815377,1
2012,1004,Neumünster.kreisfreieStadt,94.3,41.75,2000,54.0757442,9.9815377,1
2011,1004,Neumünster.kreisfreieStadt,87.38,17.83,2000,54.0757442,9.9815377,1
2010,1004,Neumünster.kreisfreieStadt,71.05,22.83,2000,54.0757442,9.9815377,1
2009,1004,Neumünster.kreisfreieStadt,64.78,54.89,2000,54.0757442,9.9815377,1
2008,1004,Neumünster.kreisfreieStadt,90.83,28.06,2000,54.0757442,9.9815377,1
2007,1004,Neumünster.kreisfreieStadt,91.81,50.4,2000,54.0757442,9.9815377,1
2006,1004,Neumünster.kreisfreieStadt,89.85,80.91,2000,54.0757442,9.9815377,1
2005,1004,Neumünster.kreisfreieStadt,89.2,62.88,2000,54.0757442,9.9815377,1
2004,1004,Neumünster.kreisfreieStadt,82.33,67.05,2000,54.0757442,9.9815377,1
2003,1004,Neumünster.kreisfreieStadt,85.63,57.67,2000,54.0757442,9.9815377,1
2002,1004,Neumünster.kreisfreieStadt,99.87,51.26,2000,54.0757442,9.9815377,1
2001,1004,Neumünster.kreisfreieStadt,80.1,60.89,2000,54.0757442,9.9815377,1
2000,1004,Neumünster.kreisfreieStadt,89.44,68.62,2000,54.0757442,9.9815377,1
1999,1004,Neumünster.kreisfreieStadt,73.27,62.88,2000,54.0757442,9.9815377,1
1998,1004,Neumünster.kreisfreieStadt,75.52,67.3,2000,54.0757442,9.9815377,1
1997,1004,Neumünster.kreisfreieStadt,80.79,31.28,2000,54.0757442,9.9815377,1
1996,1004,Neumünster.kreisfreieStadt,69.46,56.11,2000,54.0757442,9.9815377,1
1995,1004,Neumünster.kreisfreieStadt,71.11,28.59,2000,54.0757442,9.9815377,1
2021,1051,Dithmarschen.Landkreis,34.61,34.12,2000,53.9976953,9.2566673,1
2020,1051,Dithmarschen.Landkreis,66.36,55.1,2000,53.9976953,9.2566673,1
2019,1051,Dithmarschen.Landkreis,60.1,55.25,2000,53.9976953,9.2566673,1
2018,1051,Dithmarschen.Landkreis,49.61,39.54,2000,53.9976953,9.2566673,1
2017,1051,Dithmarschen.Landkreis,48.63,41.78,2000,53.9976953,9.2566673,1
2016,1051,Dithmarschen.Landkreis,56.4,55.16,2000,53.9976953,9.2566673,1
2015,1051,Dithmarschen.Landkreis,55.12,54.75,2000,53.9976953,9.2566673,1
2014,1051,Dithmarschen.Landkreis,53.5,53.5,2000,53.9976953,9.2566673,1
2013,1051,Dithmarschen.Landkreis,32.14,30.23,2000,53.9976953,9.2566673,1
2012,1051,Dithmarschen.Landkreis,42.84,33.96,2000,53.9976953,9.2566673,1
2011,1051,Dithmarschen.Landkreis,46.87,37.61,2000,53.9976953,9.2566673,1
2010,1051,Dithmarschen.Landkreis,52.34,44.81,2000,53.9976953,9.2566673,1
2009,1051,Dithmarschen.Landkreis,45.68,40.47,2000,53.9976953,9.2566673,1
2008,1051,Dithmarschen.Landkreis,46.39,18.05,2000,53.9976953,9.2566673,1
2007,1051,Dithmarschen.Landkreis,53.13,39.65,2000,53.9976953,9.2566673,1
2006,1051,Dithmarschen.Landkreis,47.9,24.09,2000,53.9976953,9.2566673,1
2005,1051,Dithmarschen.Landkreis,41.8,30.81,2000,53.9976953,9.2566673,1
2004,1051,Dithmarschen.Landkreis,41.71,17.19,2000,53.9976953,9.2566673,1
2003,1051,Dithmarschen.Landkreis,45.81,26.06,2000,53.9976953,9.2566673,1
2002,1051,Dithmarschen.Landkreis,43.11,24.44,2000,53.9976953,9.2566673,1
2001,1051,Dithmarschen.Landkreis,43.99,22.55,2000,53.9976953,9.2566673,1
2000,1051,Dithmarschen.Landkreis,44.2,18.09,2000,53.9976953,9.2566673,1
1999,1051,Dithmarschen.Landkreis,34.27,19.63,2000,53.9976953,9.2566673,1
1998,1051,Dithmarschen.Landkreis,34.12,17.02,2000,53.9976953,9.2566673,1
1997,1051,Dithmarschen.Landkreis,33.84,22.37,2000,53.9976953,9.2566673,1
1996,1051,Dithmarschen.Landkreis,23.06,18.13,2000,53.9976953,9.2566673,1
1995,1051,Dithmarschen.Landkreis,20.77,11.62,2000,53.9976953,9.2566673,1
2021,1054,Nordfriesland.Landkreis,73.7,67.11,2000,54.6406552,9.02151927243941,1
2020,1054,Nordfriesland.Landkreis,92.77,67.59,2000,54.6406552,9.02151927243941,1
2019,1054,Nordfriesland.Landkreis,108.1,61.89,2000,54.6406552,9.02151927243941,1
2018,1054,Nordfriesland.Landkreis,89.39,62.99,2000,54.6406552,9.02151927243941,1
2017,1054,Nordfriesland.Landkreis,143.92,112.16,2000,54.6406552,9.02151927243941,1
2016,1054,Nordfriesland.Landkreis,151.68,91.66,2000,54.6406552,9.02151927243941,1
2015,1054,Nordfriesland.Landkreis,108.97,77.49,2000,54.6406552,9.02151927243941,1
2014,1054,Nordfriesland.Landkreis,75.92,48.86,2000,54.6406552,9.02151927243941,1
2013,1054,Nordfriesland.Landkreis,162.11,97.75,2000,54.6406552,9.02151927243941,1
2012,1054,Nordfriesland.Landkreis,88.63,49.06,2000,54.6406552,9.02151927243941,1
2011,1054,Nordfriesland.Landkreis,136.32,55.85,2000,54.6406552,9.02151927243941,1
2010,1054,Nordfriesland.Landkreis,160.81,71.76,2000,54.6406552,9.02151927243941,1
2009,1054,Nordfriesland.Landkreis,138.03,51.23,2000,54.6406552,9.02151927243941,1
2008,1054,Nordfriesland.Landkreis,120.44,46.5,2000,54.6406552,9.02151927243941,1
2007,1054,Nordfriesland.Landkreis,108.71,42.45,2000,54.6406552,9.02151927243941,1
2006,1054,Nordfriesland.Landkreis,121.11,55.8,2000,54.6406552,9.02151927243941,1
2005,1054,Nordfriesland.Landkreis,92.76,33.99,2000,54.6406552,9.02151927243941,1
2004,1054,Nordfriesland.Landkreis,132.29,67.18,2000,54.6406552,9.02151927243941,1
2003,1054,Nordfriesland.Landkreis,88.77,43.73,2000,54.6406552,9.02151927243941,1
2002,1054,Nordfriesland.Landkreis,61.78,25.8,2000,54.6406552,9.02151927243941,1
2001,1054,Nordfriesland.Landkreis,62.66,33.32,2000,54.6406552,9.02151927243941,1
2000,1054,Nordfriesland.Landkreis,56.58,20.95,2000,54.6406552,9.02151927243941,1
1999,1054,Nordfriesland.Landkreis,48.99,20.4,2000,54.6406552,9.02151927243941,1
1998,1054,Nordfriesland.Landkreis,46.96,27.71,2000,54.6406552,9.02151927243941,1
1997,1054,Nordfriesland.Landkreis,41.95,21.14,2000,54.6406552,9.02151927243941,1
1996,1054,Nordfriesland.Landkreis,45.74,19.54,2000,54.6406552,9.02151927243941,1
1995,1054,Nordfriesland.Landkreis,39.66,12.22,2000,54.6406552,9.02151927243941,1
2021,1055,Ostholstein.Landkreis,169.96,140.69,2000,54.14310835,10.808363204257017,1
2020,1055,Ostholstein.Landkreis,155.05,136.29,2000,54.14310835,10.808363204257017,1
2019,1055,Ostholstein.Landkreis,162.57,154.61,2000,54.14310835,10.808363204257017,1
2018,1055,Ostholstein.Landkreis,151.37,134.57,2000,54.14310835,10.808363204257017,1
2017,1055,Ostholstein.Landkreis,127.59,116.83,2000,54.14310835,10.808363204257017,1
2016,1055,Ostholstein.Landkreis,136.3,104.49,2000,54.14310835,10.808363204257017,1
2015,1055,Ostholstein.Landkreis,124.24,93.79,2000,54.14310835,10.808363204257017,1
2014,1055,Ostholstein.Landkreis,119.26,114.87,2000,54.14310835,10.808363204257017,1
2013,1055,Ostholstein.Landkreis,99.57,74.78,2000,54.14310835,10.808363204257017,1
2012,1055,Ostholstein.Landkreis,86.62,61.1,2000,54.14310835,10.808363204257017,1
2011,1055,Ostholstein.Landkreis,106.9,84.92,2000,54.14310835,10.808363204257017,1
2010,1055,Ostholstein.Landkreis,95.77,77.17,2000,54.14310835,10.808363204257017,1
2009,1055,Ostholstein.Landkreis,108.82,72.02,2000,54.14310835,10.808363204257017,1
2008,1055,Ostholstein.Landkreis,99.42,51.0,2000,54.14310835,10.808363204257017,1
2007,1055,Ostholstein.Landkreis,86.66,54.81,2000,54.14310835,10.808363204257017,1
2006,1055,Ostholstein.Landkreis,105.94,72.72,2000,54.14310835,10.808363204257017,1
2005,1055,Ostholstein.Landkreis,86.95,68.32,2000,54.14310835,10.808363204257017,1
2004,1055,Ostholstein.Landkreis,93.22,59.38,2000,54.14310835,10.808363204257017,1
2003,1055,Ostholstein.Landkreis,87.63,83.54,2000,54.14310835,10.808363204257017,1
2002,1055,Ostholstein.Landkreis,83.99,78.63,2000,54.14310835,10.808363204257017,1
2001,1055,Ostholstein.Landkreis,82.83,55.46,2000,54.14310835,10.808363204257017,1
2000,1055,Ostholstein.Landkreis,85.72,60.34,2000,54.14310835,10.808363204257017,1
1999,1055,Ostholstein.Landkreis,77.32,58.13,2000,54.14310835,10.808363204257017,1
1998,1055,Ostholstein.Landkreis,72.65,50.36,2000,54.14310835,10.808363204257017,1
1997,1055,Ostholstein.Landkreis,67.09,56.39,2000,54.14310835,10.808363204257017,1
1996,1055,Ostholstein.Landkreis,68.85,35.11,2000,54.14310835,10.808363204257017,1
1995,1055,Ostholstein.Landkreis,68.84,57.65,2000,54.14310835,10.808363204257017,1
2021,1056,Pinneberg.Landkreis,450.58,294.78,2000,53.6558152,9.8016369,1
2020,1056,Pinneberg.Landkreis,160.41,155.97,2000,53.6558152,9.8016369,1
2019,1056,Pinneberg.Landkreis,280.23,229.77,2000,53.6558152,9.8016369,1
2018,1056,Pinneberg.Landkreis,216.74,189.29,2000,53.6558152,9.8016369,1
2017,1056,Pinneberg.Landkreis,198.5,158.45,2000,53.6558152,9.8016369,1
2016,1056,Pinneberg.Landkreis,204.57,167.79,2000,53.6558152,9.8016369,1
2015,1056,Pinneberg.Landkreis,240.87,237.45,2000,53.6558152,9.8016369,1
2014,1056,Pinneberg.Landkreis,243.19,226.17,2000,53.6558152,9.8016369,1
2013,1056,Pinneberg.Landkreis,193.34,187.35,2000,53.6558152,9.8016369,1
2012,1056,Pinneberg.Landkreis,162.86,140.75,2000,53.6558152,9.8016369,1
2011,1056,Pinneberg.Landkreis,144.57,127.46,2000,53.6558152,9.8016369,1
2010,1056,Pinneberg.Landkreis,177.87,152.51,2000,53.6558152,9.8016369,1
2009,1056,Pinneberg.Landkreis,165.26,156.83,2000,53.6558152,9.8016369,1
2008,1056,Pinneberg.Landkreis,170.5,142.97,2000,53.6558152,9.8016369,1
2007,1056,Pinneberg.Landkreis,179.45,135.76,2000,53.6558152,9.8016369,1
2006,1056,Pinneberg.Landkreis,135.5,129.64,2000,53.6558152,9.8016369,1
2005,1056,Pinneberg.Landkreis,162.29,135.6,2000,53.6558152,9.8016369,1
2004,1056,Pinneberg.Landkreis,125.6,91.44,2000,53.6558152,9.8016369,1
2003,1056,Pinneberg.Landkreis,162.93,130.07,2000,53.6558152,9.8016369,1
2002,1056,Pinneberg.Landkreis,141.18,137.13,2000,53.6558152,9.8016369,1
2001,1056,Pinneberg.Landkreis,140.14,108.5,2000,53.6558152,9.8016369,1
2000,1056,Pinneberg.Landkreis,142.55,135.8,2000,53.6558152,9.8016369,1
1999,1056,Pinneberg.Landkreis,122.41,108.32,2000,53.6558152,9.8016369,1
1998,1056,Pinneberg.Landkreis,125.47,93.88,2000,53.6558152,9.8016369,1
1997,1056,Pinneberg.Landkreis,115.05,110.15,2000,53.6558152,9.8016369,1
1996,1056,Pinneberg.Landkreis,106.36,91.06,2000,53.6558152,9.8016369,1
1995,1056,Pinneberg.Landkreis,108.0,94.88,2000,53.6558152,9.8016369,1
2021,1057,Plön.Landkreis,167.33,145.33,2000,54.158082,10.41771,1
2020,1057,Plön.Landkreis,109.07,109.07,2000,54.158082,10.41771,1
2019,1057,Plön.Landkreis,151.95,131.35,2000,54.158082,10.41771,1
2018,1057,Plön.Landkreis,85.82,68.7,2000,54.158082,10.41771,1
2017,1057,Plön.Landkreis,84.62,71.87,2000,54.158082,10.41771,1
2016,1057,Plön.Landkreis,93.56,77.57,2000,54.158082,10.41771,1
2015,1057,Plön.Landkreis,101.24,82.26,2000,54.158082,10.41771,1
2014,1057,Plön.Landkreis,119.54,64.78,2000,54.158082,10.41771,1
2013,1057,Plön.Landkreis,125.0,102.33,2000,54.158082,10.41771,1
2012,1057,Plön.Landkreis,106.66,104.84,2000,54.158082,10.41771,1
2011,1057,Plön.Landkreis,101.69,93.69,2000,54.158082,10.41771,1
2010,1057,Plön.Landkreis,96.77,82.55,2000,54.158082,10.41771,1
2009,1057,Plön.Landkreis,97.72,95.02,2000,54.158082,10.41771,1
2008,1057,Plön.Landkreis,113.34,85.99,2000,54.158082,10.41771,1
2007,1057,Plön.Landkreis,101.36,92.62,2000,54.158082,10.41771,1
2006,1057,Plön.Landkreis,109.61,89.43,2000,54.158082,10.41771,1
2005,1057,Plön.Landkreis,92.66,87.22,2000,54.158082,10.41771,1
2004,1057,Plön.Landkreis,94.31,91.58,2000,54.158082,10.41771,1
2003,1057,Plön.Landkreis,91.72,89.49,2000,54.158082,10.41771,1
2002,1057,Plön.Landkreis,101.03,95.84,2000,54.158082,10.41771,1
2001,1057,Plön.Landkreis,80.06,71.74,2000,54.158082,10.41771,1
2000,1057,Plön.Landkreis,85.31,67.89,2000,54.158082,10.41771,1
1999,1057,Plön.Landkreis,83.29,69.78,2000,54.158082,10.41771,1
1998,1057,Plön.Landkreis,75.68,68.64,2000,54.158082,10.41771,1
1997,1057,Plön.Landkreis,71.48,45.62,2000,54.158082,10.41771,1
1996,1057,Plön.Landkreis,64.38,24.7,2000,54.158082,10.41771,1
1995,1057,Plön.Landkreis,62.99,43.71,2000,54.158082,10.41771,1
2021,1058,Rendsburg-Eckernförde.Landkreis,101.95,89.83,2000,54.295275,9.846645,1
2020,1058,Rendsburg-Eckernförde.Landkreis,104.41,75.96,2000,54.295275,9.846645,1
2019,1058,Rendsburg-Eckernförde.Landkreis,106.22,87.56,2000,54.295275,9.846645,1
2018,1058,Rendsburg-Eckernförde.Landkreis,107.1,85.67,2000,54.295275,9.846645,1
2017,1058,Rendsburg-Eckernförde.Landkreis,100.61,67.64,2000,54.295275,9.846645,1
2016,1058,Rendsburg-Eckernförde.Landkreis,90.08,63.57,2000,54.295275,9.846645,1
2015,1058,Rendsburg-Eckernförde.Landkreis,64.39,43.83,2000,54.295275,9.846645,1
2014,1058,Rendsburg-Eckernförde.Landkreis,94.16,50.6,2000,54.295275,9.846645,1
2013,1058,Rendsburg-Eckernförde.Landkreis,84.33,50.38,2000,54.295275,9.846645,1
2012,1058,Rendsburg-Eckernförde.Landkreis,75.6,49.59,2000,54.295275,9.846645,1
2011,1058,Rendsburg-Eckernförde.Landkreis,86.87,56.54,2000,54.295275,9.846645,1
2010,1058,Rendsburg-Eckernförde.Landkreis,68.24,47.89,2000,54.295275,9.846645,1
2009,1058,Rendsburg-Eckernförde.Landkreis,69.83,43.75,2000,54.295275,9.846645,1
2008,1058,Rendsburg-Eckernförde.Landkreis,85.66,49.71,2000,54.295275,9.846645,1
2007,1058,Rendsburg-Eckernförde.Landkreis,87.02,53.42,2000,54.295275,9.846645,1
2006,1058,Rendsburg-Eckernförde.Landkreis,97.07,68.0,2000,54.295275,9.846645,1
2005,1058,Rendsburg-Eckernförde.Landkreis,90.14,65.09,2000,54.295275,9.846645,1
2004,1058,Rendsburg-Eckernförde.Landkreis,79.24,70.47,2000,54.295275,9.846645,1
2003,1058,Rendsburg-Eckernförde.Landkreis,74.97,52.19,2000,54.295275,9.846645,1
2002,1058,Rendsburg-Eckernförde.Landkreis,76.27,58.99,2000,54.295275,9.846645,1
2001,1058,Rendsburg-Eckernförde.Landkreis,79.05,36.09,2000,54.295275,9.846645,1
2000,1058,Rendsburg-Eckernförde.Landkreis,72.38,41.23,2000,54.295275,9.846645,1
1999,1058,Rendsburg-Eckernförde.Landkreis,74.4,41.56,2000,54.295275,9.846645,1
1998,1058,Rendsburg-Eckernförde.Landkreis,68.44,44.85,2000,54.295275,9.846645,1
1997,1058,Rendsburg-Eckernförde.Landkreis,61.7,34.48,2000,54.295275,9.846645,1
1996,1058,Rendsburg-Eckernförde.Landkreis,60.27,27.84,2000,54.295275,9.846645,1
1995,1058,Rendsburg-Eckernförde.Landkreis,56.07,37.29,2000,54.295275,9.846645,1
2021,1059,Schleswig-Flensburg.Landkreis,90.63,87.05,2000,54.7971452,9.2154265,1
2020,1059,Schleswig-Flensburg.Landkreis,85.05,72.54,2000,54.7971452,9.2154265,1
2019,1059,Schleswig-Flensburg.Landkreis,98.52,93.88,2000,54.7971452,9.2154265,1
2018,1059,Schleswig-Flensburg.Landkreis,87.82,79.69,2000,54.7971452,9.2154265,1
2017,1059,Schleswig-Flensburg.Landkreis,69.87,52.29,2000,54.7971452,9.2154265,1
2016,1059,Schleswig-Flensburg.Landkreis,74.85,66.89,2000,54.7971452,9.2154265,1
2015,1059,Schleswig-Flensburg.Landkreis,64.65,57.49,2000,54.7971452,9.2154265,1
2014,1059,Schleswig-Flensburg.Landkreis,72.88,71.19,2000,54.7971452,9.2154265,1
2013,1059,Schleswig-Flensburg.Landkreis,66.01,55.02,2000,54.7971452,9.2154265,1
2012,1059,Schleswig-Flensburg.Landkreis,55.4,48.04,2000,54.7971452,9.2154265,1
2011,1059,Schleswig-Flensburg.Landkreis,54.98,39.99,2000,54.7971452,9.2154265,1
2010,1059,Schleswig-Flensburg.Landkreis,53.22,39.3,2000,54.7971452,9.2154265,1
2009,1059,Schleswig-Flensburg.Landkreis,46.83,33.95,2000,54.7971452,9.2154265,1
2008,1059,Schleswig-Flensburg.Landkreis,55.44,38.88,2000,54.7971452,9.2154265,1
2007,1059,Schleswig-Flensburg.Landkreis,60.9,39.63,2000,54.7971452,9.2154265,1
2006,1059,Schleswig-Flensburg.Landkreis,42.56,27.08,2000,54.7971452,9.2154265,1
2005,1059,Schleswig-Flensburg.Landkreis,52.49,37.28,2000,54.7971452,9.2154265,1
2004,1059,Schleswig-Flensburg.Landkreis,54.49,34.06,2000,54.7971452,9.2154265,1
2003,1059,Schleswig-Flensburg.Landkreis,54.24,40.27,2000,54.7971452,9.2154265,1
2002,1059,Schleswig-Flensburg.Landkreis,48.04,35.83,2000,54.7971452,9.2154265,1
2001,1059,Schleswig-Flensburg.Landkreis,53.79,29.66,2000,54.7971452,9.2154265,1
2000,1059,Schleswig-Flensburg.Landkreis,51.52,26.73,2000,54.7971452,9.2154265,1
1999,1059,Schleswig-Flensburg.Landkreis,50.92,27.3,2000,54.7971452,9.2154265,1
1998,1059,Schleswig-Flensburg.Landkreis,48.39,22.57,2000,54.7971452,9.2154265,1
1997,1059,Schleswig-Flensburg.Landkreis,47.27,19.98,2000,54.7971452,9.2154265,1
1996,1059,Schleswig-Flensburg.Landkreis,47.08,21.87,2000,54.7971452,9.2154265,1
1995,1059,Schleswig-Flensburg.Landkreis,42.22,20.05,2000,54.7971452,9.2154265,1
2021,1060,Segeberg.Landkreis,133.45,128.61,2000,53.9422672,10.3137943,1
2020,1060,Segeberg.Landkreis,167.11,103.22,2000,53.9422672,10.3137943,1
2019,1060,Segeberg.Landkreis,128.66,91.94,2000,53.9422672,10.3137943,1
2018,1060,Segeberg.Landkreis,99.31,73.69,2000,53.9422672,10.3137943,1
2017,1060,Segeberg.Landkreis,118.39,73.04,2000,53.9422672,10.3137943,1
2016,1060,Segeberg.Landkreis,136.51,80.98,2000,53.9422672,10.3137943,1
2015,1060,Segeberg.Landkreis,120.01,69.33,2000,53.9422672,10.3137943,1
2014,1060,Segeberg.Landkreis,103.03,30.21,2000,53.9422672,10.3137943,1
2013,1060,Segeberg.Landkreis,79.58,49.31,2000,53.9422672,10.3137943,1
2012,1060,Segeberg.Landkreis,98.27,45.45,2000,53.9422672,10.3137943,1
2011,1060,Segeberg.Landkreis,99.23,34.79,2000,53.9422672,10.3137943,1
2010,1060,Segeberg.Landkreis,107.47,28.02,2000,53.9422672,10.3137943,1
2009,1060,Segeberg.Landkreis,91.38,20.01,2000,53.9422672,10.3137943,1
2008,1060,Segeberg.Landkreis,99.45,59.28,2000,53.9422672,10.3137943,1
2007,1060,Segeberg.Landkreis,107.72,66.56,2000,53.9422672,10.3137943,1
2006,1060,Segeberg.Landkreis,139.34,112.35,2000,53.9422672,10.3137943,1
2005,1060,Segeberg.Landkreis,106.69,88.44,2000,53.9422672,10.3137943,1
2004,1060,Segeberg.Landkreis,130.56,113.51,2000,53.9422672,10.3137943,1
2003,1060,Segeberg.Landkreis,121.08,117.44,2000,53.9422672,10.3137943,1
2002,1060,Segeberg.Landkreis,91.35,53.36,2000,53.9422672,10.3137943,1
2001,1060,Segeberg.Landkreis,98.56,79.48,2000,53.9422672,10.3137943,1
2000,1060,Segeberg.Landkreis,90.02,51.42,2000,53.9422672,10.3137943,1
1999,1060,Segeberg.Landkreis,88.02,55.49,2000,53.9422672,10.3137943,1
1998,1060,Segeberg.Landkreis,82.35,64.23,2000,53.9422672,10.3137943,1
1997,1060,Segeberg.Landkreis,115.77,91.84,2000,53.9422672,10.3137943,1
1996,1060,Segeberg.Landkreis,121.66,94.86,2000,53.9422672,10.3137943,1
1995,1060,Segeberg.Landkreis,128.64,78.16,2000,53.9422672,10.3137943,1
2021,1061,Steinburg.Landkreis,99.5,90.25,2000,48.7692184,7.4133351,1
2020,1061,Steinburg.Landkreis,88.62,80.58,2000,48.7692184,7.4133351,1
2019,1061,Steinburg.Landkreis,82.32,75.7,2000,48.7692184,7.4133351,1
2018,1061,Steinburg.Landkreis,91.41,74.58,2000,48.7692184,7.4133351,1
2017,1061,Steinburg.Landkreis,87.01,83.37,2000,48.7692184,7.4133351,1
2016,1061,Steinburg.Landkreis,69.71,60.41,2000,48.7692184,7.4133351,1
2015,1061,Steinburg.Landkreis,75.25,65.08,2000,48.7692184,7.4133351,1
2014,1061,Steinburg.Landkreis,74.47,67.38,2000,48.7692184,7.4133351,1
2013,1061,Steinburg.Landkreis,67.83,64.94,2000,48.7692184,7.4133351,1
2012,1061,Steinburg.Landkreis,59.37,58.83,2000,48.7692184,7.4133351,1
2011,1061,Steinburg.Landkreis,64.19,61.28,2000,48.7692184,7.4133351,1
2010,1061,Steinburg.Landkreis,60.36,59.12,2000,48.7692184,7.4133351,1
2009,1061,Steinburg.Landkreis,55.14,55.14,2000,48.7692184,7.4133351,1
2008,1061,Steinburg.Landkreis,68.48,53.41,2000,48.7692184,7.4133351,1
2007,1061,Steinburg.Landkreis,62.57,54.08,2000,48.7692184,7.4133351,1
2006,1061,Steinburg.Landkreis,60.23,52.63,2000,48.7692184,7.4133351,1
2005,1061,Steinburg.Landkreis,81.1,62.04,2000,48.7692184,7.4133351,1
2004,1061,Steinburg.Landkreis,76.63,61.64,2000,48.7692184,7.4133351,1
2003,1061,Steinburg.Landkreis,66.83,56.66,2000,48.7692184,7.4133351,1
2002,1061,Steinburg.Landkreis,72.63,52.3,2000,48.7692184,7.4133351,1
2001,1061,Steinburg.Landkreis,69.44,35.05,2000,48.7692184,7.4133351,1
2000,1061,Steinburg.Landkreis,68.32,29.18,2000,48.7692184,7.4133351,1
1999,1061,Steinburg.Landkreis,64.87,32.57,2000,48.7692184,7.4133351,1
1998,1061,Steinburg.Landkreis,67.04,24.48,2000,48.7692184,7.4133351,1
1997,1061,Steinburg.Landkreis,58.83,22.88,2000,48.7692184,7.4133351,1
1996,1061,Steinburg.Landkreis,53.01,20.91,2000,48.7692184,7.4133351,1
1995,1061,Steinburg.Landkreis,44.85,20.18,2000,48.7692184,7.4133351,1
2021,1062,Stormarn.Landkreis,223.57,129.41,2000,60.9279507,17.130861,1
2020,1062,Stormarn.Landkreis,186.41,140.47,2000,60.9279507,17.130861,1
2019,1062,Stormarn.Landkreis,263.66,106.06,2000,60.9279507,17.130861,1
2018,1062,Stormarn.Landkreis,209.52,126.05,2000,60.9279507,17.130861,1
2017,1062,Stormarn.Landkreis,214.93,106.32,2000,60.9279507,17.130861,1
2016,1062,Stormarn.Landkreis,190.97,89.53,2000,60.9279507,17.130861,1
2015,1062,Stormarn.Landkreis,152.87,76.1,2000,60.9279507,17.130861,1
2014,1062,Stormarn.Landkreis,178.08,115.14,2000,60.9279507,17.130861,1
2013,1062,Stormarn.Landkreis,196.85,121.8,2000,60.9279507,17.130861,1
2012,1062,Stormarn.Landkreis,139.49,87.26,2000,60.9279507,17.130861,1
2011,1062,Stormarn.Landkreis,155.44,79.08,2000,60.9279507,17.130861,1
2010,1062,Stormarn.Landkreis,168.72,95.22,2000,60.9279507,17.130861,1
2009,1062,Stormarn.Landkreis,166.68,136.34,2000,60.9279507,17.130861,1
2008,1062,Stormarn.Landkreis,155.82,102.33,2000,60.9279507,17.130861,1
2007,1062,Stormarn.Landkreis,158.72,64.54,2000,60.9279507,17.130861,1
2006,1062,Stormarn.Landkreis,164.31,140.77,2000,60.9279507,17.130861,1
2005,1062,Stormarn.Landkreis,158.85,86.85,2000,60.9279507,17.130861,1
2004,1062,Stormarn.Landkreis,156.73,72.88,2000,60.9279507,17.130861,1
2003,1062,Stormarn.Landkreis,157.5,120.22,2000,60.9279507,17.130861,1
2002,1062,Stormarn.Landkreis,155.55,74.86,2000,60.9279507,17.130861,1
2001,1062,Stormarn.Landkreis,154.46,77.48,2000,60.9279507,17.130861,1
2000,1062,Stormarn.Landkreis,148.74,52.37,2000,60.9279507,17.130861,1
1999,1062,Stormarn.Landkreis,142.23,66.6,2000,60.9279507,17.130861,1
1998,1062,Stormarn.Landkreis,138.03,40.54,2000,60.9279507,17.130861,1
1997,1062,Stormarn.Landkreis,138.63,64.04,2000,60.9279507,17.130861,1
1996,1062,Stormarn.Landkreis,139.33,38.12,2000,60.9279507,17.130861,1
1995,1062,Stormarn.Landkreis,133.17,69.89,2000,60.9279507,17.130861,1
2021,3101,Braunschweig.kreisfreieStadt,368.96,164.81,3101,52.2646577,10.5236066,1
2020,3101,Braunschweig.kreisfreieStadt,388.87,289.63,3101,52.2646577,10.5236066,1
2019,3101,Braunschweig.kreisfreieStadt,354.05,242.86,3101,52.2646577,10.5236066,1
2018,3101,Braunschweig.kreisfreieStadt,313.73,193.92,3101,52.2646577,10.5236066,1
2017,3101,Braunschweig.kreisfreieStadt,261.84,213.19,3101,52.2646577,10.5236066,1
2016,3101,Braunschweig.kreisfreieStadt,181.64,108.5,3101,52.2646577,10.5236066,1
2015,3101,Braunschweig.kreisfreieStadt,191.95,98.23,3101,52.2646577,10.5236066,1
2014,3101,Braunschweig.kreisfreieStadt,156.41,100.38,3101,52.2646577,10.5236066,1
2013,3101,Braunschweig.kreisfreieStadt,146.95,72.27,3101,52.2646577,10.5236066,1
2012,3101,Braunschweig.kreisfreieStadt,134.19,107.06,3101,52.2646577,10.5236066,1
2011,3101,Braunschweig.kreisfreieStadt,128.58,66.28,3101,52.2646577,10.5236066,1
2010,3101,Braunschweig.kreisfreieStadt,147.37,112.39,3101,52.2646577,10.5236066,1
