Zeit,Kreise_Code,Kreise_Name,pval_baureifsLand,pval_insgesamt,AMR_Key,gLat,gLong,d_kreise
1996,7317,Pirmasens.kreisfreieStadt,78.07,41.0,10041,49.1996961,7.6087847,1
1995,7317,Pirmasens.kreisfreieStadt,69.61,22.66,10041,49.1996961,7.6087847,1
2021,7318,Speyer.kreisfreieStadt,967.52,542.35,8222,49.3165553,8.433615,1
2020,7318,Speyer.kreisfreieStadt,791.8975,416.44500000000005,8222,49.3165553,8.433615,1
2019,7318,Speyer.kreisfreieStadt,616.275,290.54,8222,49.3165553,8.433615,1
2018,7318,Speyer.kreisfreieStadt,440.6524999999999,171.82,8222,49.3165553,8.433615,1
2017,7318,Speyer.kreisfreieStadt,265.03,107.77,8222,49.3165553,8.433615,1
2016,7318,Speyer.kreisfreieStadt,300.32,169.75,8222,49.3165553,8.433615,1
2015,7318,Speyer.kreisfreieStadt,262.96,153.73000000000002,8222,49.3165553,8.433615,1
2014,7318,Speyer.kreisfreieStadt,225.60000000000002,137.71,8222,49.3165553,8.433615,1
2013,7318,Speyer.kreisfreieStadt,188.24,62.66,8222,49.3165553,8.433615,1
2012,7318,Speyer.kreisfreieStadt,207.145,152.67,8222,49.3165553,8.433615,1
2011,7318,Speyer.kreisfreieStadt,226.05,75.56,8222,49.3165553,8.433615,1
2010,7318,Speyer.kreisfreieStadt,177.49,121.71,8222,49.3165553,8.433615,1
2009,7318,Speyer.kreisfreieStadt,290.99,209.82,8222,49.3165553,8.433615,1
2008,7318,Speyer.kreisfreieStadt,277.73,129.595,8222,49.3165553,8.433615,1
2007,7318,Speyer.kreisfreieStadt,264.47,49.37,8222,49.3165553,8.433615,1
2006,7318,Speyer.kreisfreieStadt,251.21,56.95,8222,49.3165553,8.433615,1
2005,7318,Speyer.kreisfreieStadt,277.68,200.68,8222,49.3165553,8.433615,1
2004,7318,Speyer.kreisfreieStadt,294.65,174.56,8222,49.3165553,8.433615,1
2003,7318,Speyer.kreisfreieStadt,237.505,95.81,8222,49.3165553,8.433615,1
2002,7318,Speyer.kreisfreieStadt,180.36,119.44,8222,49.3165553,8.433615,1
2001,7318,Speyer.kreisfreieStadt,153.69,92.51,8222,49.3165553,8.433615,1
2000,7318,Speyer.kreisfreieStadt,267.07,113.42,8222,49.3165553,8.433615,1
1999,7318,Speyer.kreisfreieStadt,267.07,120.41,8222,49.3165553,8.433615,1
1998,7318,Speyer.kreisfreieStadt,267.07,111.55,8222,49.3165553,8.433615,1
1997,7318,Speyer.kreisfreieStadt,267.07,109.66,8222,49.3165553,8.433615,1
1996,7318,Speyer.kreisfreieStadt,267.07,129.92,8222,49.3165553,8.433615,1
1995,7318,Speyer.kreisfreieStadt,267.07,82.9,8222,49.3165553,8.433615,1
2021,7319,Worms.kreisfreieStadt,435.16,241.63,8222,49.6302618,8.3620898,1
2020,7319,Worms.kreisfreieStadt,330.06,266.46,8222,49.6302618,8.3620898,1
2019,7319,Worms.kreisfreieStadt,322.94,287.28,8222,49.6302618,8.3620898,1
2018,7319,Worms.kreisfreieStadt,373.76,142.62,8222,49.6302618,8.3620898,1
2017,7319,Worms.kreisfreieStadt,269.76,191.39,8222,49.6302618,8.3620898,1
2016,7319,Worms.kreisfreieStadt,246.505,203.85,8222,49.6302618,8.3620898,1
2015,7319,Worms.kreisfreieStadt,223.25,191.25,8222,49.6302618,8.3620898,1
2014,7319,Worms.kreisfreieStadt,194.87,148.95,8222,49.6302618,8.3620898,1
2013,7319,Worms.kreisfreieStadt,198.6,89.16,8222,49.6302618,8.3620898,1
2012,7319,Worms.kreisfreieStadt,202.32999999999998,114.2,8222,49.6302618,8.3620898,1
2011,7319,Worms.kreisfreieStadt,206.06,94.53,8222,49.6302618,8.3620898,1
2010,7319,Worms.kreisfreieStadt,209.79,111.48,8222,49.6302618,8.3620898,1
2009,7319,Worms.kreisfreieStadt,178.67,168.91,8222,49.6302618,8.3620898,1
2008,7319,Worms.kreisfreieStadt,165.76,140.73,8222,49.6302618,8.3620898,1
2007,7319,Worms.kreisfreieStadt,206.31,105.02,8222,49.6302618,8.3620898,1
2006,7319,Worms.kreisfreieStadt,189.98,133.19,8222,49.6302618,8.3620898,1
2005,7319,Worms.kreisfreieStadt,200.47,162.09,8222,49.6302618,8.3620898,1
2004,7319,Worms.kreisfreieStadt,161.16,115.71,8222,49.6302618,8.3620898,1
2003,7319,Worms.kreisfreieStadt,180.5,83.71,8222,49.6302618,8.3620898,1
2002,7319,Worms.kreisfreieStadt,166.9,108.85,8222,49.6302618,8.3620898,1
2001,7319,Worms.kreisfreieStadt,168.56,100.99,8222,49.6302618,8.3620898,1
2000,7319,Worms.kreisfreieStadt,174.0,89.64,8222,49.6302618,8.3620898,1
1999,7319,Worms.kreisfreieStadt,168.66,123.4,8222,49.6302618,8.3620898,1
1998,7319,Worms.kreisfreieStadt,169.09,109.24,8222,49.6302618,8.3620898,1
1997,7319,Worms.kreisfreieStadt,168.22,75.64,8222,49.6302618,8.3620898,1
1996,7319,Worms.kreisfreieStadt,167.35,80.58,8222,49.6302618,8.3620898,1
1995,7319,Worms.kreisfreieStadt,167.35,93.32,8222,49.6302618,8.3620898,1
2021,7320,Zweibrücken.kreisfreieStadt,111.12,73.96,10041,49.248655,7.3641981,1
2020,7320,Zweibrücken.kreisfreieStadt,108.885,89.91,10041,49.248655,7.3641981,1
2019,7320,Zweibrücken.kreisfreieStadt,106.65,65.62,10041,49.248655,7.3641981,1
2018,7320,Zweibrücken.kreisfreieStadt,101.85,67.51,10041,49.248655,7.3641981,1
2017,7320,Zweibrücken.kreisfreieStadt,81.31,70.88,10041,49.248655,7.3641981,1
2016,7320,Zweibrücken.kreisfreieStadt,95.7,81.96,10041,49.248655,7.3641981,1
2015,7320,Zweibrücken.kreisfreieStadt,76.51,54.64,10041,49.248655,7.3641981,1
2014,7320,Zweibrücken.kreisfreieStadt,75.49,62.67,10041,49.248655,7.3641981,1
2013,7320,Zweibrücken.kreisfreieStadt,75.925,62.73,10041,49.248655,7.3641981,1
2012,7320,Zweibrücken.kreisfreieStadt,76.36,74.82,10041,49.248655,7.3641981,1
2011,7320,Zweibrücken.kreisfreieStadt,64.16,54.45,10041,49.248655,7.3641981,1
2010,7320,Zweibrücken.kreisfreieStadt,82.57,41.68,10041,49.248655,7.3641981,1
2009,7320,Zweibrücken.kreisfreieStadt,78.17,66.45,10041,49.248655,7.3641981,1
2008,7320,Zweibrücken.kreisfreieStadt,70.4,40.82,10041,49.248655,7.3641981,1
2007,7320,Zweibrücken.kreisfreieStadt,70.53,60.01,10041,49.248655,7.3641981,1
2006,7320,Zweibrücken.kreisfreieStadt,77.3,59.28,10041,49.248655,7.3641981,1
2005,7320,Zweibrücken.kreisfreieStadt,84.07,72.79,10041,49.248655,7.3641981,1
2004,7320,Zweibrücken.kreisfreieStadt,89.04,62.04,10041,49.248655,7.3641981,1
2003,7320,Zweibrücken.kreisfreieStadt,65.23,45.39,10041,49.248655,7.3641981,1
2002,7320,Zweibrücken.kreisfreieStadt,72.79,62.0,10041,49.248655,7.3641981,1
2001,7320,Zweibrücken.kreisfreieStadt,57.67,43.63,10041,49.248655,7.3641981,1
2000,7320,Zweibrücken.kreisfreieStadt,57.37,44.2,10041,49.248655,7.3641981,1
1999,7320,Zweibrücken.kreisfreieStadt,58.62,45.01,10041,49.248655,7.3641981,1
1998,7320,Zweibrücken.kreisfreieStadt,49.12,45.97,10041,49.248655,7.3641981,1
1997,7320,Zweibrücken.kreisfreieStadt,50.12,36.09,10041,49.248655,7.3641981,1
1996,7320,Zweibrücken.kreisfreieStadt,52.02,40.15,10041,49.248655,7.3641981,1
1995,7320,Zweibrücken.kreisfreieStadt,47.7,42.64,10041,49.248655,7.3641981,1
2021,8336,Lörrach.Landkreis,232.37,210.46,8336,47.6120896,7.6607218,1
2020,8336,Lörrach.Landkreis,246.46,242.52,8336,47.6120896,7.6607218,1
2019,8336,Lörrach.Landkreis,331.8,270.69,8336,47.6120896,7.6607218,1
2018,8336,Lörrach.Landkreis,273.07,277.44,8336,47.6120896,7.6607218,1
2017,8336,Lörrach.Landkreis,214.34,199.47,8336,47.6120896,7.6607218,1
2016,8336,Lörrach.Landkreis,218.825,223.81,8336,47.6120896,7.6607218,1
2015,8336,Lörrach.Landkreis,223.31,205.62,8336,47.6120896,7.6607218,1
2014,8336,Lörrach.Landkreis,213.625,214.62,8336,47.6120896,7.6607218,1
2013,8336,Lörrach.Landkreis,203.94,203.94,8336,47.6120896,7.6607218,1
2012,8336,Lörrach.Landkreis,205.36,186.08,8336,47.6120896,7.6607218,1
2011,8336,Lörrach.Landkreis,206.78,195.59,8336,47.6120896,7.6607218,1
2010,8336,Lörrach.Landkreis,209.51,194.48,8336,47.6120896,7.6607218,1
2009,8336,Lörrach.Landkreis,188.28,167.95,8336,47.6120896,7.6607218,1
2008,8336,Lörrach.Landkreis,209.33,195.51,8336,47.6120896,7.6607218,1
2007,8336,Lörrach.Landkreis,184.32,182.59,8336,47.6120896,7.6607218,1
2006,8336,Lörrach.Landkreis,187.29,170.85,8336,47.6120896,7.6607218,1
2005,8336,Lörrach.Landkreis,176.0,153.51,8336,47.6120896,7.6607218,1
2004,8336,Lörrach.Landkreis,185.54,168.72,8336,47.6120896,7.6607218,1
2003,8336,Lörrach.Landkreis,160.48,138.26,8336,47.6120896,7.6607218,1
2002,8336,Lörrach.Landkreis,189.78,140.24,8336,47.6120896,7.6607218,1
2001,8336,Lörrach.Landkreis,169.36,112.6,8336,47.6120896,7.6607218,1
2000,8336,Lörrach.Landkreis,182.65,151.48,8336,47.6120896,7.6607218,1
1999,8336,Lörrach.Landkreis,156.76,121.54,8336,47.6120896,7.6607218,1
1998,8336,Lörrach.Landkreis,168.82,143.24,8336,47.6120896,7.6607218,1
1997,8336,Lörrach.Landkreis,153.24,136.8,8336,47.6120896,7.6607218,1
1996,8336,Lörrach.Landkreis,156.76,134.39,8336,47.6120896,7.6607218,1
1995,8336,Lörrach.Landkreis,138.65,100.98,8336,47.6120896,7.6607218,1
2021,8337,Waldshut.Landkreis,126.58,108.26,8336,47.6246179,8.2120605,1
2020,8337,Waldshut.Landkreis,125.07499999999999,112.07,8336,47.6246179,8.2120605,1
2019,8337,Waldshut.Landkreis,123.57,111.24,8336,47.6246179,8.2120605,1
2018,8337,Waldshut.Landkreis,122.41999999999999,111.64,8336,47.6246179,8.2120605,1
2017,8337,Waldshut.Landkreis,121.27,87.07,8336,47.6246179,8.2120605,1
2016,8337,Waldshut.Landkreis,123.175,108.02,8336,47.6246179,8.2120605,1
2015,8337,Waldshut.Landkreis,125.08,102.24,8336,47.6246179,8.2120605,1
2014,8337,Waldshut.Landkreis,121.13,98.24,8336,47.6246179,8.2120605,1
2013,8337,Waldshut.Landkreis,117.18,95.3,8336,47.6246179,8.2120605,1
2012,8337,Waldshut.Landkreis,106.98500000000001,88.32,8336,47.6246179,8.2120605,1
2011,8337,Waldshut.Landkreis,96.79,87.75,8336,47.6246179,8.2120605,1
2010,8337,Waldshut.Landkreis,98.52,83.61,8336,47.6246179,8.2120605,1
2009,8337,Waldshut.Landkreis,102.09,84.03,8336,47.6246179,8.2120605,1
2008,8337,Waldshut.Landkreis,100.07,82.75,8336,47.6246179,8.2120605,1
2007,8337,Waldshut.Landkreis,91.69,72.48,8336,47.6246179,8.2120605,1
2006,8337,Waldshut.Landkreis,114.04,90.3,8336,47.6246179,8.2120605,1
2005,8337,Waldshut.Landkreis,102.68,91.96,8336,47.6246179,8.2120605,1
2004,8337,Waldshut.Landkreis,87.91,69.35,8336,47.6246179,8.2120605,1
2003,8337,Waldshut.Landkreis,113.49,96.37,8336,47.6246179,8.2120605,1
2002,8337,Waldshut.Landkreis,90.07,69.99,8336,47.6246179,8.2120605,1
2001,8337,Waldshut.Landkreis,90.77,56.29,8336,47.6246179,8.2120605,1
2000,8337,Waldshut.Landkreis,99.28,61.39,8336,47.6246179,8.2120605,1
1999,8337,Waldshut.Landkreis,88.48,63.11,8336,47.6246179,8.2120605,1
1998,8337,Waldshut.Landkreis,91.99,72.0,8336,47.6246179,8.2120605,1
1997,8337,Waldshut.Landkreis,95.62,73.42,8336,47.6246179,8.2120605,1
1996,8337,Waldshut.Landkreis,83.44,63.31,8336,47.6246179,8.2120605,1
1995,8337,Waldshut.Landkreis,93.2,69.99,8336,47.6246179,8.2120605,1
2021,9188,Starnberg.Landkreis,1413.79,1081.61,9162,48.0001038,11.3508972,1
2020,9188,Starnberg.Landkreis,1142.04,1040.71,9162,48.0001038,11.3508972,1
2019,9188,Starnberg.Landkreis,1262.32,965.2,9162,48.0001038,11.3508972,1
2018,9188,Starnberg.Landkreis,1062.08,901.39,9162,48.0001038,11.3508972,1
2017,9188,Starnberg.Landkreis,1168.65,927.31,9162,48.0001038,11.3508972,1
2016,9188,Starnberg.Landkreis,962.05,493.04,9162,48.0001038,11.3508972,1
2015,9188,Starnberg.Landkreis,933.48,575.19,9162,48.0001038,11.3508972,1
2014,9188,Starnberg.Landkreis,828.92,402.27,9162,48.0001038,11.3508972,1
2013,9188,Starnberg.Landkreis,681.6,477.59,9162,48.0001038,11.3508972,1
2012,9188,Starnberg.Landkreis,579.85,452.0,9162,48.0001038,11.3508972,1
2011,9188,Starnberg.Landkreis,508.96,409.15,9162,48.0001038,11.3508972,1
2010,9188,Starnberg.Landkreis,475.73,243.38,9162,48.0001038,11.3508972,1
2009,9188,Starnberg.Landkreis,454.12,319.72,9162,48.0001038,11.3508972,1
2008,9188,Starnberg.Landkreis,497.86,313.07,9162,48.0001038,11.3508972,1
2007,9188,Starnberg.Landkreis,479.21,293.42,9162,48.0001038,11.3508972,1
2006,9188,Starnberg.Landkreis,401.29,353.72,9162,48.0001038,11.3508972,1
2005,9188,Starnberg.Landkreis,423.06,356.95,9162,48.0001038,11.3508972,1
2004,9188,Starnberg.Landkreis,478.0,387.84,9162,48.0001038,11.3508972,1
2003,9188,Starnberg.Landkreis,476.76,391.19,9162,48.0001038,11.3508972,1
2002,9188,Starnberg.Landkreis,430.11,430.11,9162,48.0001038,11.3508972,1
2001,9188,Starnberg.Landkreis,422.93,431.2,9162,48.0001038,11.3508972,1
2000,9188,Starnberg.Landkreis,415.75,405.89,9162,48.0001038,11.3508972,1
1999,9188,Starnberg.Landkreis,408.57,408.57,9162,48.0001038,11.3508972,1
1998,9188,Starnberg.Landkreis,400.76,400.76,9162,48.0001038,11.3508972,1
1997,9188,Starnberg.Landkreis,375.06,373.28,9162,48.0001038,11.3508972,1
1996,9188,Starnberg.Landkreis,423.11,417.29,9162,48.0001038,11.3508972,1
1995,9188,Starnberg.Landkreis,389.46,389.46,9162,48.0001038,11.3508972,1
2021,9363,WeideninandnanOPfnan,178.12,142.95,9363,49.6752749,12.1631636,1
2020,9363,WeideninandnanOPfnan,215.22,182.19,9363,49.6752749,12.1631636,1
2019,9363,WeideninandnanOPfnan,133.26,89.14,9363,49.6752749,12.1631636,1
2018,9363,WeideninandnanOPfnan,167.33,115.58,9363,49.6752749,12.1631636,1
2017,9363,WeideninandnanOPfnan,109.66,96.93,9363,49.6752749,12.1631636,1
2016,9363,WeideninandnanOPfnan,202.02,106.47,9363,49.6752749,12.1631636,1
2015,9363,WeideninandnanOPfnan,208.56,152.5,9363,49.6752749,12.1631636,1
2014,9363,WeideninandnanOPfnan,165.61,125.09,9363,49.6752749,12.1631636,1
2013,9363,WeideninandnanOPfnan,156.41,102.35,9363,49.6752749,12.1631636,1
2012,9363,WeideninandnanOPfnan,149.77499999999998,124.74,9363,49.6752749,12.1631636,1
2011,9363,WeideninandnanOPfnan,143.14,49.37,9363,49.6752749,12.1631636,1
2010,9363,WeideninandnanOPfnan,128.08,95.54,9363,49.6752749,12.1631636,1
2009,9363,WeideninandnanOPfnan,175.34,98.03,9363,49.6752749,12.1631636,1
2008,9363,WeideninandnanOPfnan,146.3,103.84,9363,49.6752749,12.1631636,1
2007,9363,WeideninandnanOPfnan,129.58,82.17,9363,49.6752749,12.1631636,1
2006,9363,WeideninandnanOPfnan,139.7,133.64,9363,49.6752749,12.1631636,1
2005,9363,WeideninandnanOPfnan,160.245,121.57,9363,49.6752749,12.1631636,1
2004,9363,WeideninandnanOPfnan,180.79,142.89,9363,49.6752749,12.1631636,1
2003,9363,WeideninandnanOPfnan,146.04,128.54,9363,49.6752749,12.1631636,1
2002,9363,WeideninandnanOPfnan,149.90333333333334,133.39,9363,49.6752749,12.1631636,1
2001,9363,WeideninandnanOPfnan,153.76666666666665,133.41,9363,49.6752749,12.1631636,1
2000,9363,WeideninandnanOPfnan,157.63,75.4,9363,49.6752749,12.1631636,1
1999,9363,WeideninandnanOPfnan,137.91,137.91,9363,49.6752749,12.1631636,1
1998,9363,WeideninandnanOPfnan,155.215,161.69,9363,49.6752749,12.1631636,1
1997,9363,WeideninandnanOPfnan,172.52,172.52,9363,49.6752749,12.1631636,1
1996,9363,WeideninandnanOPfnan,163.6,163.6,9363,49.6752749,12.1631636,1
1995,9363,WeideninandnanOPfnan,180.44,180.44,9363,49.6752749,12.1631636,1
2021,9371,Amberg-Sulzbach.Landkreis,102.87,58.54,9564,49.464264,11.723378,1
2020,9371,Amberg-Sulzbach.Landkreis,87.91,70.2,9564,49.464264,11.723378,1
2019,9371,Amberg-Sulzbach.Landkreis,91.9,70.57,9564,49.464264,11.723378,1
2018,9371,Amberg-Sulzbach.Landkreis,86.21,54.11,9564,49.464264,11.723378,1
2017,9371,Amberg-Sulzbach.Landkreis,82.05,43.33,9564,49.464264,11.723378,1
2016,9371,Amberg-Sulzbach.Landkreis,75.42,55.18,9564,49.464264,11.723378,1
2015,9371,Amberg-Sulzbach.Landkreis,72.67,60.28,9564,49.464264,11.723378,1
2014,9371,Amberg-Sulzbach.Landkreis,63.98,35.97,9564,49.464264,11.723378,1
2013,9371,Amberg-Sulzbach.Landkreis,65.42,47.57,9564,49.464264,11.723378,1
2012,9371,Amberg-Sulzbach.Landkreis,66.27,40.9,9564,49.464264,11.723378,1
2011,9371,Amberg-Sulzbach.Landkreis,61.49,31.41,9564,49.464264,11.723378,1
2010,9371,Amberg-Sulzbach.Landkreis,76.51,45.6,9564,49.464264,11.723378,1
2009,9371,Amberg-Sulzbach.Landkreis,68.36,38.46,9564,49.464264,11.723378,1
2008,9371,Amberg-Sulzbach.Landkreis,61.55,36.3,9564,49.464264,11.723378,1
2007,9371,Amberg-Sulzbach.Landkreis,61.39,32.47,9564,49.464264,11.723378,1
2006,9371,Amberg-Sulzbach.Landkreis,59.65,50.03,9564,49.464264,11.723378,1
2005,9371,Amberg-Sulzbach.Landkreis,57.91,55.76,9564,49.464264,11.723378,1
2004,9371,Amberg-Sulzbach.Landkreis,57.54,45.98,9564,49.464264,11.723378,1
2003,9371,Amberg-Sulzbach.Landkreis,61.995000000000005,61.16,9564,49.464264,11.723378,1
2002,9371,Amberg-Sulzbach.Landkreis,66.45,61.54,9564,49.464264,11.723378,1
2001,9371,Amberg-Sulzbach.Landkreis,57.78,45.72,9564,49.464264,11.723378,1
2000,9371,Amberg-Sulzbach.Landkreis,50.47,41.13,9564,49.464264,11.723378,1
1999,9371,Amberg-Sulzbach.Landkreis,52.67,35.77,9564,49.464264,11.723378,1
1998,9371,Amberg-Sulzbach.Landkreis,59.57,45.91,9564,49.464264,11.723378,1
1997,9371,Amberg-Sulzbach.Landkreis,54.39,37.46,9564,49.464264,11.723378,1
1996,9371,Amberg-Sulzbach.Landkreis,57.54,52.43,9564,49.464264,11.723378,1
1995,9371,Amberg-Sulzbach.Landkreis,44.15,34.94,9564,49.464264,11.723378,1
2021,9373,NeumarktinandnanOPfnan.Landkreis,152.41,117.26,9564,49.279624,11.4594662,1
2020,9373,NeumarktinandnanOPfnan.Landkreis,128.67,79.0,9564,49.279624,11.4594662,1
2019,9373,NeumarktinandnanOPfnan.Landkreis,113.68,92.01,9564,49.279624,11.4594662,1
2018,9373,NeumarktinandnanOPfnan.Landkreis,99.83,71.4,9564,49.279624,11.4594662,1
2017,9373,NeumarktinandnanOPfnan.Landkreis,102.4,69.89,9564,49.279624,11.4594662,1
2016,9373,NeumarktinandnanOPfnan.Landkreis,63.94,44.39,9564,49.279624,11.4594662,1
2015,9373,NeumarktinandnanOPfnan.Landkreis,86.57,63.12,9564,49.279624,11.4594662,1
2014,9373,NeumarktinandnanOPfnan.Landkreis,70.42,48.03,9564,49.279624,11.4594662,1
2013,9373,NeumarktinandnanOPfnan.Landkreis,66.94,46.11,9564,49.279624,11.4594662,1
2012,9373,NeumarktinandnanOPfnan.Landkreis,67.33,47.38,9564,49.279624,11.4594662,1
2011,9373,NeumarktinandnanOPfnan.Landkreis,61.91,41.27,9564,49.279624,11.4594662,1
2010,9373,NeumarktinandnanOPfnan.Landkreis,70.81,34.11,9564,49.279624,11.4594662,1
2009,9373,NeumarktinandnanOPfnan.Landkreis,108.48,94.09,9564,49.279624,11.4594662,1
2008,9373,NeumarktinandnanOPfnan.Landkreis,71.4,44.48,9564,49.279624,11.4594662,1
2007,9373,NeumarktinandnanOPfnan.Landkreis,85.69,55.99,9564,49.279624,11.4594662,1
2006,9373,NeumarktinandnanOPfnan.Landkreis,69.93,42.98,9564,49.279624,11.4594662,1
2005,9373,NeumarktinandnanOPfnan.Landkreis,87.06,61.13,9564,49.279624,11.4594662,1
2004,9373,NeumarktinandnanOPfnan.Landkreis,68.34,45.19,9564,49.279624,11.4594662,1
2003,9373,NeumarktinandnanOPfnan.Landkreis,68.67,50.84,9564,49.279624,11.4594662,1
2002,9373,NeumarktinandnanOPfnan.Landkreis,70.985,86.6,9564,49.279624,11.4594662,1
2001,9373,NeumarktinandnanOPfnan.Landkreis,73.3,64.31,9564,49.279624,11.4594662,1
2000,9373,NeumarktinandnanOPfnan.Landkreis,76.33,49.03,9564,49.279624,11.4594662,1
1999,9373,NeumarktinandnanOPfnan.Landkreis,73.3,48.32,9564,49.279624,11.4594662,1
1998,9373,NeumarktinandnanOPfnan.Landkreis,67.96,53.99,9564,49.279624,11.4594662,1
1997,9373,NeumarktinandnanOPfnan.Landkreis,55.23,54.43,9564,49.279624,11.4594662,1
1996,9373,NeumarktinandnanOPfnan.Landkreis,70.28,60.73,9564,49.279624,11.4594662,1
1995,9373,NeumarktinandnanOPfnan.Landkreis,71.91,64.16,9564,49.279624,11.4594662,1
2021,9374,NeustadtanandnanWaldnaab.Landkreis,82.12,30.94,9363,49.7314121,12.1732938,1
2020,9374,NeustadtanandnanWaldnaab.Landkreis,60.92,36.33,9363,49.7314121,12.1732938,1
2019,9374,NeustadtanandnanWaldnaab.Landkreis,53.54,40.45,9363,49.7314121,12.1732938,1
2018,9374,NeustadtanandnanWaldnaab.Landkreis,50.27,34.07,9363,49.7314121,12.1732938,1
2017,9374,NeustadtanandnanWaldnaab.Landkreis,64.59,39.24,9363,49.7314121,12.1732938,1
2016,9374,NeustadtanandnanWaldnaab.Landkreis,53.18,35.61,9363,49.7314121,12.1732938,1
2015,9374,NeustadtanandnanWaldnaab.Landkreis,32.85,28.58,9363,49.7314121,12.1732938,1
2014,9374,NeustadtanandnanWaldnaab.Landkreis,57.83,34.64,9363,49.7314121,12.1732938,1
2013,9374,NeustadtanandnanWaldnaab.Landkreis,50.73,34.57,9363,49.7314121,12.1732938,1
2012,9374,NeustadtanandnanWaldnaab.Landkreis,56.83,42.74,9363,49.7314121,12.1732938,1
2011,9374,NeustadtanandnanWaldnaab.Landkreis,50.34,27.92,9363,49.7314121,12.1732938,1
2010,9374,NeustadtanandnanWaldnaab.Landkreis,54.0,31.58,9363,49.7314121,12.1732938,1
2009,9374,NeustadtanandnanWaldnaab.Landkreis,52.08,33.02,9363,49.7314121,12.1732938,1
2008,9374,NeustadtanandnanWaldnaab.Landkreis,51.68,36.48,9363,49.7314121,12.1732938,1
2007,9374,NeustadtanandnanWaldnaab.Landkreis,52.99,44.63,9363,49.7314121,12.1732938,1
2006,9374,NeustadtanandnanWaldnaab.Landkreis,48.65,39.35,9363,49.7314121,12.1732938,1
2005,9374,NeustadtanandnanWaldnaab.Landkreis,44.99,38.04,9363,49.7314121,12.1732938,1
2004,9374,NeustadtanandnanWaldnaab.Landkreis,50.93,36.71,9363,49.7314121,12.1732938,1
2003,9374,NeustadtanandnanWaldnaab.Landkreis,45.06,37.15,9363,49.7314121,12.1732938,1
2002,9374,NeustadtanandnanWaldnaab.Landkreis,52.01,47.4,9363,49.7314121,12.1732938,1
2001,9374,NeustadtanandnanWaldnaab.Landkreis,55.95,49.39,9363,49.7314121,12.1732938,1
2000,9374,NeustadtanandnanWaldnaab.Landkreis,48.27,35.99,9363,49.7314121,12.1732938,1
1999,9374,NeustadtanandnanWaldnaab.Landkreis,43.75,41.72,9363,49.7314121,12.1732938,1
1998,9374,NeustadtanandnanWaldnaab.Landkreis,44.97,42.97,9363,49.7314121,12.1732938,1
1997,9374,NeustadtanandnanWaldnaab.Landkreis,43.91,41.71,9363,49.7314121,12.1732938,1
1996,9374,NeustadtanandnanWaldnaab.Landkreis,42.85,42.19,9363,49.7314121,12.1732938,1
1995,9374,NeustadtanandnanWaldnaab.Landkreis,41.79,40.51,9363,49.7314121,12.1732938,1
2021,9375,Regensburg.Landkreis,254.33,205.76,9362,49.0195333,12.0974869,1
2020,9375,Regensburg.Landkreis,231.09,129.06,9362,49.0195333,12.0974869,1
2019,9375,Regensburg.Landkreis,65.48,61.93,9362,49.0195333,12.0974869,1
2018,9375,Regensburg.Landkreis,209.46,148.16,9362,49.0195333,12.0974869,1
2017,9375,Regensburg.Landkreis,180.31,128.83,9362,49.0195333,12.0974869,1
2016,9375,Regensburg.Landkreis,161.77,116.15,9362,49.0195333,12.0974869,1
2015,9375,Regensburg.Landkreis,178.58,126.22,9362,49.0195333,12.0974869,1
2014,9375,Regensburg.Landkreis,145.0,95.21,9362,49.0195333,12.0974869,1
2013,9375,Regensburg.Landkreis,137.04,82.78,9362,49.0195333,12.0974869,1
2012,9375,Regensburg.Landkreis,127.11,71.22,9362,49.0195333,12.0974869,1
2011,9375,Regensburg.Landkreis,124.12,102.71,9362,49.0195333,12.0974869,1
2010,9375,Regensburg.Landkreis,129.93,92.33,9362,49.0195333,12.0974869,1
2009,9375,Regensburg.Landkreis,118.58,96.24,9362,49.0195333,12.0974869,1
2008,9375,Regensburg.Landkreis,125.54,75.95,9362,49.0195333,12.0974869,1
2007,9375,Regensburg.Landkreis,121.13,91.78,9362,49.0195333,12.0974869,1
2006,9375,Regensburg.Landkreis,121.01,107.13,9362,49.0195333,12.0974869,1
2005,9375,Regensburg.Landkreis,128.0,120.73,9362,49.0195333,12.0974869,1
2004,9375,Regensburg.Landkreis,132.29000000000002,119.79,9362,49.0195333,12.0974869,1
2003,9375,Regensburg.Landkreis,136.58,121.58,9362,49.0195333,12.0974869,1
2002,9375,Regensburg.Landkreis,109.66,105.17,9362,49.0195333,12.0974869,1
2001,9375,Regensburg.Landkreis,117.065,100.31,9362,49.0195333,12.0974869,1
2000,9375,Regensburg.Landkreis,124.47,124.47,9362,49.0195333,12.0974869,1
1999,9375,Regensburg.Landkreis,114.92999999999999,125.89,9362,49.0195333,12.0974869,1
1998,9375,Regensburg.Landkreis,105.39,107.7,9362,49.0195333,12.0974869,1
1997,9375,Regensburg.Landkreis,95.85,93.09,9362,49.0195333,12.0974869,1
1996,9375,Regensburg.Landkreis,101.89,100.82,9362,49.0195333,12.0974869,1
1995,9375,Regensburg.Landkreis,101.89,109.6,9362,49.0195333,12.0974869,1
2021,9376,Schwandorf.Landkreis,133.12,62.34,9362,49.3261854,12.1092708,1
2020,9376,Schwandorf.Landkreis,111.45,66.09,9362,49.3261854,12.1092708,1
2019,9376,Schwandorf.Landkreis,112.18,75.15,9362,49.3261854,12.1092708,1
